City,County,State,City Latitude,City Longitude,Closest Airport,Closest Airport ICAO,Distance to Airport KM,Distance to Airport Miles
South Jordan,Salt Lake,UT,40.557,-111.9782,Salt Lake City International Airport,KSLC,25.73041201338411,15.9881369892509
Battle Creek,Calhoun,MI,42.2986,-85.2296,Fort Wayne International Airport,KFWA,146.81660551461795,91.22761034854477
Bellflower,Los Angeles,CA,33.888,-118.1271,Los Angeles International Airport,KLAX,26.619289755558132,16.540460018558864
Jonesboro,Craighead,AR,35.8212,-90.6791,Memphis International Airport,KMEM,107.46676981459764,66.77675571982031
San Marcos,Hays,TX,29.8736,-97.9381,Austin Bergstrom International Airport,KAUS,44.04340779133312,27.36730515139001
San Ramon,Contra Costa,CA,37.7625,-121.9365,Metropolitan Oakland International Airport,KOAK,25.432346974331647,15.802927958256825
Lake Jackson,Brazoria,TX,29.0516,-95.4522,George Bush Intercontinental Houston Airport,KIAH,104.27536761739495,64.79371030686184
Bethlehem,Northampton,PA,40.6266,-75.3679,Philadelphia International Airport,KPHL,84.60627526803951,52.571902790832034
Wyoming,Kent,MI,42.8909,-85.7066,MBS International Airport,KMBS,149.93601686932044,93.16592272530988
Pine Hills,Orange,FL,28.5818,-81.4693,Orlando International Airport,KMCO,23.07662554345025,14.339150505884334
Oshkosh,Winnebago,WI,44.0228,-88.5619,Austin Straubel International Airport,KGRB,61.870199864038504,38.444360333757444
Hammond,Lake,IN,41.6169,-87.491,Chicago Midway International Airport,KMDW,28.714466174135737,17.842342303982132
Missouri City,Fort Bend,TX,29.563,-95.5365,George Bush Intercontinental Houston Airport,KIAH,50.49964326633696,31.379023935975717
Centreville,Fairfax,VA,38.8391,-77.4388,Washington Dulles International Airport,KIAD,11.811986378688239,7.339628150509165
Pasco,Franklin,WA,46.2506,-119.1304,Spokane International Airport,KGEG,194.60501940852788,120.92195443590026
Wheeling,Ohio,WV,40.0752,-80.6951,Pittsburgh International Airport,KPIT,60.66243206195651,37.69388820525639
Baldwin Park,Los Angeles,CA,34.0829,-117.9721,Ontario International Airport,KONT,34.312627003855916,21.320878216538354
Rancho Cordova,Sacramento,CA,38.574,-121.2523,Sacramento International Airport,KSMF,32.36868564256383,20.11296904014266
Caguas,Caguas,PR,18.2319,-66.0388,Miami International Airport,KMIA,1690.9254198357155,1050.6923572338223
Conway,Faulkner,AR,35.0754,-92.4694,Memphis International Airport,KMEM,226.90953135217035,140.9950477877357
Gary,Lake,IN,41.5906,-87.3472,Chicago Midway International Airport,KMDW,40.052481243439054,24.887458333213218
Altoona,Blair,PA,40.5082,-78.4007,Pittsburgh International Airport,KPIT,154.92767431427697,96.26759490187146
Lodi,San Joaquin,CA,38.1218,-121.2932,Sacramento International Airport,KSMF,68.8577142075779,42.78620050641973
Arlington Heights,Cook,IL,42.0955,-87.9825,Chicago O'Hare International Airport,KORD,14.496319985028618,9.007595744681215
Kendall,Miami-Dade,FL,25.6697,-80.3556,Miami International Airport,KMIA,15.197723414715893,9.443427635470112
Waldorf,Charles,MD,38.6085,-76.9195,Washington Dulles International Airport,KIAD,59.64255565035951,37.06016637553067
Bolingbrook,Will,IL,41.6903,-88.1019,Chicago Midway International Airport,KMDW,30.889653021651963,19.193940765647508
Rochester Hills,Oakland,MI,42.6645,-83.1563,MBS International Airport,KMBS,122.24344556124213,75.9585564605237
Winchester,Winchester,VA,39.1735,-78.1746,Washington Dulles International Airport,KIAD,67.08327364356738,41.68361424383183
Framingham,Middlesex,MA,42.3085,-71.4368,General Edward Lawrence Logan International Airport,KBOS,36.01390661330825,22.378004368999285
Hilton Head Island,Beaufort,SC,32.1896,-80.7499,Savannah Hilton Head International Airport,KSAV,43.122829301842785,26.795284190681215
Union City,Alameda,CA,37.603,-122.0187,Metropolitan Oakland International Airport,KOAK,22.139121832209266,13.756612699826071
Owensboro,Daviess,KY,37.7574,-87.1173,Louisville Muhammad Ali International Airport,KSDF,129.66231891589422,80.5684306995519
Jackson,Madison,TN,35.6535,-88.8353,Memphis International Airport,KMEM,123.82908066182806,76.9438244457369
Cleveland,Bradley,TN,35.1817,-84.8707,Hartsfield Jackson Atlanta International Airport,KATL,176.52876214803425,109.68988877043861
Wausau,Marathon,WI,44.962,-89.6459,Austin Straubel International Airport,KGRB,131.00506025734316,81.40277149817763
Camden,Camden,NJ,39.9362,-75.1073,Philadelphia International Airport,KPHL,13.467561333814048,8.368354747065636
Dale City,Prince William,VA,38.6473,-77.3459,Washington Dulles International Airport,KIAD,34.392346069652476,21.370413348115243
Anniston,Calhoun,AL,33.6712,-85.8136,Birmingham-Shuttlesworth International Airport,KBHM,87.86229861908504,54.59510192769921
Evanston,Cook,IL,42.0463,-87.6942,Chicago O'Hare International Airport,KORD,18.95800005937528,11.779955246494088
Apple Valley,San Bernardino,CA,34.5328,-117.2104,Ontario International Airport,KONT,64.01865868212568,39.77935076770285
Mansfield,Richland,OH,40.7656,-82.5275,John Glenn Columbus International Airport,KCMH,90.7623468600185,56.39710838322593
Schaumburg,Cook,IL,42.0307,-88.0838,Chicago O'Hare International Airport,KORD,15.884527266124108,9.870187768784257
Pocatello,Bannock,ID,42.8724,-112.4646,Salt Lake City International Airport,KSLC,235.21049597606157,146.15302813724054
Woodbury,Washington,MN,44.9056,-92.923,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,23.68317649625269,14.716043799288329
Southfield,Oakland,MI,42.4765,-83.2605,MBS International Airport,KMBS,135.03458621025007,83.90660287496654
Maple Grove,Hennepin,MN,45.1089,-93.4626,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,31.544911608993917,19.60109958037448
Pittsburg,Contra Costa,CA,38.0182,-121.8964,Metropolitan Oakland International Airport,KOAK,43.60927444712688,27.097547194340567
New Britain,Hartford,CT,41.6758,-72.7862,Bradley International Airport,KBDL,30.47564293109842,18.936686818868143
Morgantown,Monongalia,WV,39.638,-79.9468,Pittsburgh International Airport,KPIT,97.97822176376202,60.88084523121493
Mansfield,Tarrant,TX,32.569,-97.1211,Fort Worth Meacham International Airport,KFTW,35.88291005214522,22.29660687859354
Hammond,Tangipahoa,LA,30.5061,-90.4563,Louis Armstrong New Orleans International Airport,KMSY,60.10737560078515,37.34899210591059
Dothan,Houston,AL,31.2335,-85.4069,Hartsfield Jackson Atlanta International Airport,KATL,282.5667521651536,175.5788418729641
Harrisonburg,Harrisonburg,VA,38.4361,-78.8735,Washington Dulles International Airport,KIAD,135.40743492795116,84.13828033010293
Wenatchee,Chelan,WA,47.4356,-120.3283,Boeing Field King County International Airport,KBFI,148.6845642253357,92.38830609417391
Waukesha,Waukesha,WI,43.0087,-88.2464,General Mitchell International Airport,KMKE,29.26717040026652,18.18577679221809
Ellicott City,Howard,MD,39.2773,-76.8344,Baltimore/Washington International Thurgood Marshall Airport,KBWI,18.25095964886928,11.340620698169483
Pawtucket,Providence,RI,41.8744,-71.3743,General Edward Lawrence Logan International Airport,KBOS,62.40354811748198,38.77576757801752
Redmond,King,WA,47.6762,-122.1169,Boeing Field King County International Airport,KBFI,21.374816294418377,13.2816952506423
Lauderhill,Broward,FL,26.1605,-80.2242,Fort Lauderdale Hollywood International Airport,KFLL,12.103411177026965,7.520711127162658
Sumter,Sumter,SC,33.9392,-80.393,Charleston Air Force Base-International Airport,KCHS,120.24538083360508,74.7170165830342
Redlands,San Bernardino,CA,34.0511,-117.1712,Ontario International Airport,KONT,39.59960796280686,24.606055919378854
Daphne,Baldwin,AL,30.6286,-87.8866,Gulfport Biloxi International Airport,KGPT,116.00804716449872,72.08405947626117
Mount Vernon,Skagit,WA,48.4202,-122.3115,Boeing Field King County International Airport,KBFI,98.98853952111088,61.508627588480095
Weston,Broward,FL,26.1006,-80.4054,Fort Lauderdale Hollywood International Airport,KFLL,25.427710627096253,15.800047065611551
St. Charles,St. Charles,MO,38.7954,-90.5157,St Louis Lambert International Airport,KSTL,13.656753062913582,8.485913038806288
Janesville,Rock,WI,42.6855,-89.0136,Chicago Rockford International Airport,KRFD,54.92675984665458,34.129906678027574
Sherman,Grayson,TX,33.6274,-96.6218,Dallas Fort Worth International Airport,KDFW,89.98466254529515,55.913877747365106
North Richland Hills,Tarrant,TX,32.8605,-97.218,Fort Worth Meacham International Airport,KFTW,14.228999398134928,8.841490430818379
Broomfield,Broomfield,CO,39.9541,-105.0527,Denver International Airport,KDEN,33.97757358808643,21.11268567351757
El Paso de Robles,San Luis Obispo,CA,35.6394,-120.656,Norman Y. Mineta San Jose International Airport,KSJC,222.84355627670408,138.46856797592315
Bristol,Sullivan,TN,36.5572,-82.2154,Greenville Spartanburg International Airport,KGSP,184.75109234016648,114.79900794872006
Wilmington,New Castle,DE,39.7415,-75.5413,Philadelphia International Airport,KPHL,29.459101649188522,18.30503734267825
Walnut Creek,Contra Costa,CA,37.9024,-122.0398,Metropolitan Oakland International Airport,KOAK,25.669196175026833,15.950099230311833
Lynwood,Los Angeles,CA,33.924,-118.2017,Los Angeles International Airport,KLAX,19.143259498487698,11.895070126486699
Glen Burnie,Anne Arundel,MD,39.1559,-76.6072,Baltimore/Washington International Thurgood Marshall Airport,KBWI,5.696141696372808,3.5394184012452077
Lehi,Utah,UT,40.4136,-111.8726,Salt Lake City International Airport,KSLC,42.615120799156784,26.479808749117012
Passaic,Passaic,NJ,40.8574,-74.1282,Newark Liberty International Airport,KEWR,18.650421907085835,11.588835040912214
Guaynabo,Guaynabo,PR,18.3839,-66.1134,Miami International Airport,KMIA,1675.264700473693,1040.9612372509791
Casas Adobes,Pima,AZ,32.3423,-111.0114,Tucson International Airport / Morris Air National Guard Base,KTUS,26.19894122649791,16.27926754863848
Homestead,Miami-Dade,FL,25.4665,-80.4472,Miami International Airport,KMIA,39.574626448399584,24.590533125793787
West Bend,Washington,WI,43.4184,-88.1824,General Mitchell International Airport,KMKE,57.29060786718131,35.59873375915989
Delray Beach,Palm Beach,FL,26.455,-80.0905,Palm Beach International Airport,KPBI,25.379876827443283,15.770324520120626
Sheboygan,Sheboygan,WI,43.7403,-87.7316,Austin Straubel International Airport,KGRB,88.70394247787812,55.1180751822101
Lake Elsinore,Riverside,CA,33.6847,-117.3344,Ontario International Airport,KONT,48.066873108937344,29.86737062394813
Daytona Beach,Volusia,FL,29.1994,-81.0982,Daytona Beach International Airport,KDAB,4.456067749277099,2.7688721646496104
Los Lunas,Valencia,NM,34.8115,-106.7803,Albuquerque International Sunport,KABQ,29.842683941153748,18.543384331735435
Lima,Allen,OH,40.741,-84.1121,James M Cox Dayton International Airport,KDAY,93.69071974596905,58.216714957416485
Decatur,Morgan,AL,34.573,-86.9906,Huntsville International Carl T Jones Field,KHSV,20.975305978824284,13.03345104642922
Rocklin,Placer,CA,38.8075,-121.2488,Sacramento International Airport,KSMF,32.186665951493985,19.99986724627896
Rogers,Benton,AR,36.3172,-94.1526,Tulsa International Airport,KTUL,156.16895186967997,97.0388890260053
Castle Rock,Douglas,CO,39.3763,-104.8535,Denver International Airport,KDEN,56.14457815347774,34.886623900720245
Hanover,York,PA,39.8117,-76.9835,Baltimore/Washington International Thurgood Marshall Airport,KBWI,75.74679693723313,47.06687810904487
Bossier City,Bossier,LA,32.5227,-93.6666,Dallas Fort Worth International Airport,KDFW,318.15060195450405,197.68962131719255
Dubuque,Dubuque,IA,42.5008,-90.7067,Quad City International Airport,KMLI,118.1633851373225,73.42332441884025
Rockville,Montgomery,MD,39.0834,-77.1552,Washington Dulles International Airport,KIAD,30.216911602439684,18.77591862270187
Victoria,Victoria,TX,28.8285,-96.985,Corpus Christi International Airport,KCRP,128.05017884564566,79.56669328953346
Saratoga Springs,Saratoga,NY,43.0674,-73.7775,Bradley International Airport,KBDL,154.2487911601873,95.84575646175497
Gaithersburg,Montgomery,MD,39.1346,-77.2132,Washington Dulles International Airport,KIAD,29.76306795550192,18.493913251191774
Union City,Hudson,NJ,40.7674,-74.0323,Newark Liberty International Airport,KEWR,14.193800351494557,8.819618756968595
Ames,Story,IA,42.0259,-93.6215,Des Moines International Airport,KDSM,54.805490783151356,34.0545535745157
West Des Moines,Polk,IA,41.5522,-93.7805,Des Moines International Airport,KDSM,9.97786459190876,6.199957694911857
South San Francisco,San Mateo,CA,37.6536,-122.4197,San Francisco International Airport,KSFO,5.504122201272711,3.420103017151466
Yorba Linda,Orange,CA,33.889,-117.7714,Ontario International Airport,KONT,24.325803800516322,15.115353898491389
Casper,Natrona,WY,42.842,-106.3207,Denver International Airport,KDEN,358.7807497564907,222.93602501309033
Palatine,Cook,IL,42.1181,-88.043,Chicago O'Hare International Airport,KORD,19.25699689982416,11.965743272040017
Corvallis,Benton,OR,44.5697,-123.278,Portland International Airport,KPDX,125.2559874454105,77.83046322613966
Ankeny,Polk,IA,41.7285,-93.6033,Des Moines International Airport,KDSM,22.19114364672165,13.788937557135807
Mount Vernon,Westchester,NY,40.9136,-73.8291,John F Kennedy International Airport,KJFK,30.73714689668439,19.099177851769056
Rowlett,Dallas,TX,32.9157,-96.5488,Dallas Fort Worth International Airport,KDFW,45.7177482448184,28.407692088180706
Lakeville,Dakota,MN,44.6774,-93.252,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,22.875030681480744,14.213885264588509
Alpharetta,Fulton,GA,34.0704,-84.2739,Hartsfield Jackson Atlanta International Airport,KATL,50.283607324706416,31.244785423681616
Poinciana,Polk,FL,28.1217,-81.482,Orlando International Airport,KMCO,38.17932072746555,23.723530335610143
Longview,Cowlitz,WA,46.1461,-122.9629,Portland International Airport,KPDX,68.11586455759344,42.32523649918931
DeKalb,DeKalb,IL,41.9313,-88.7482,Chicago Rockford International Airport,KRFD,41.13921810780026,25.562725322705578
Petaluma,Sonoma,CA,38.2423,-122.6267,Metropolitan Oakland International Airport,KOAK,67.9743813489481,42.2373229080535
Redondo Beach,Los Angeles,CA,33.8574,-118.3766,Los Angeles International Airport,KLAX,9.896550695196249,6.149431581334928
Tamarac,Broward,FL,26.2056,-80.2542,Fort Lauderdale Hollywood International Airport,KFLL,17.926795362035037,11.139194346262146
Laguna Niguel,Orange,CA,33.5275,-117.705,Ontario International Airport,KONT,59.54728065304861,37.0009652361216
Eagan,Dakota,MN,44.8169,-93.1638,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,8.561997519472891,5.320178673071894
Kenner,Jefferson,LA,30.0109,-90.2549,Louis Armstrong New Orleans International Airport,KMSY,1.96866291474412,1.2232704377300516
Bay City,Bay,MI,43.5903,-83.8886,MBS International Airport,KMBS,16.660722193925555,10.352492942506155
North Little Rock,Pulaski,AR,34.7808,-92.2371,Memphis International Airport,KMEM,208.15005659035745,129.3384504436183
Sammamish,King,WA,47.6017,-122.0416,Boeing Field King County International Airport,KBFI,21.10159889262568,13.111925825829491
Shawnee,Johnson,KS,39.0158,-94.8076,Kansas City International Airport,KMCI,32.35958513539649,20.107314247083483
Jupiter,Palm Beach,FL,26.9199,-80.1128,Palm Beach International Airport,KPBI,26.375113511595522,16.388735932836322
Doral,Miami-Dade,FL,25.8151,-80.3565,Miami International Airport,KMIA,7.031859904225147,4.369395226920265
Carbondale,Jackson,IL,37.7221,-89.2238,St Louis Lambert International Airport,KSTL,151.82888933821954,94.34209916275668
Blaine,Anoka,MN,45.1696,-93.2077,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,31.99890984664273,19.88320101010021
Weirton,Hancock,WV,40.406,-80.5671,Pittsburgh International Airport,KPIT,29.83446306197568,18.538276114175503
Tulare,Tulare,CA,36.1996,-119.34,Norman Y. Mineta San Jose International Airport,KSJC,264.348619202297,164.25861873207435
Wellington,Palm Beach,FL,26.6461,-80.2699,Palm Beach International Airport,KPBI,17.80496508168936,11.063492518767417
Pflugerville,Travis,TX,30.452,-97.6022,Austin Bergstrom International Airport,KAUS,29.360803425362448,18.243957657381575
Palo Alto,Santa Clara,CA,37.3913,-122.1468,Norman Y. Mineta San Jose International Airport,KSJC,19.508027069334965,12.12172618970515
Schenectady,Schenectady,NY,42.8025,-73.9276,Bradley International Airport,KBDL,140.2542718670034,87.14996521512614
Great Falls,Cascade,MT,47.5022,-111.2995,Billings Logan International Airport,KBIL,282.3922137870851,175.47038875153763
Michigan City,LaPorte,IN,41.7099,-86.8705,Chicago Midway International Airport,KMDW,73.65055370728581,45.764332937760635
Bayonne,Hudson,NJ,40.6661,-74.1141,Newark Liberty International Airport,KEWR,5.460606843319538,3.3930638269616735
Eden Prairie,Hennepin,MN,44.8488,-93.4595,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,19.0935675661645,11.864192990868714
Port Orange,Volusia,FL,29.1084,-81.0137,Daytona Beach International Airport,KDAB,9.044318128920034,5.619878808948797
Dublin,Alameda,CA,37.7161,-121.8963,Metropolitan Oakland International Airport,KOAK,28.565879104056474,17.750014577942498
Carmichael,Sacramento,CA,38.6337,-121.323,Sacramento International Airport,KSMF,24.259221379320675,15.073981499534144
Grand Forks,Grand Forks,ND,47.9218,-97.0886,Duluth International Airport,KDLH,387.53009383351974,240.80003944144676
Noblesville,Hamilton,IN,40.0354,-86.0042,Indianapolis International Airport,KIND,43.178521864842914,26.82988994538368
San Clemente,Orange,CA,33.4498,-117.6103,Ontario International Airport,KONT,67.41192942388989,41.88783148043777
Brentwood,Contra Costa,CA,37.9355,-121.7191,Metropolitan Oakland International Airport,KOAK,50.103977812220556,31.13316881795286
East Orange,Essex,NJ,40.7651,-74.2117,Newark Liberty International Airport,KEWR,8.848484412779786,5.498193377750272
Florence-Graham,Los Angeles,CA,33.9682,-118.2447,Los Angeles International Airport,KLAX,15.330116193013822,9.525692694992431
Eastvale,Riverside,CA,33.9617,-117.5802,Ontario International Airport,KONT,10.659474360040656,6.6234903744676945
Chapel Hill,Orange,NC,35.927,-79.0391,Raleigh Durham International Airport,KRDU,23.317944286806245,14.489099023025942
Rocky Mount,Nash,NC,35.9676,-77.8048,Raleigh Durham International Airport,KRDU,89.05267016223843,55.33476452191429
Haverhill,Essex,MA,42.7838,-71.0871,General Edward Lawrence Logan International Airport,KBOS,47.125943717172554,29.282704198671972
Beloit,Rock,WI,42.523,-89.0184,Chicago Rockford International Airport,KRFD,36.998397066620534,22.989738383362482
Glens Falls,Warren,NY,43.3109,-73.6459,Bradley International Airport,KBDL,171.68995446506358,106.68319303390192
Castro Valley,Alameda,CA,37.7091,-122.0631,Metropolitan Oakland International Airport,KOAK,13.95537836222972,8.671470199392715
Fairbanks,Fairbanks North Star,AK,64.8353,-147.6534,Fairbanks International Airport,PAFA,9.842840579630641,6.1160576623737875
Springfield,Lane,OR,44.0538,-122.981,Portland International Airport,KPDX,173.325331228231,107.69936905568336
Johnstown,Cambria,PA,40.3258,-78.9193,Pittsburgh International Airport,KPIT,112.73540383472599,70.05053316326828
Coon Rapids,Anoka,MN,45.1755,-93.3095,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,33.35553284317463,20.72616746940283
Elmira,Chemung,NY,42.0938,-76.8097,Syracuse Hancock International Airport,KSYR,126.93483696137638,78.8736519644948
Brentwood,Suffolk,NY,40.7839,-73.2522,John F Kennedy International Airport,KJFK,47.19639366671649,29.326479768360024
Mankato,Blue Earth,MN,44.1712,-93.9773,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,99.164863260446,61.61819008197924
Albany,Linn,OR,44.6274,-123.0966,Portland International Airport,KPDX,113.82798183496786,70.72942966637218
North Miami,Miami-Dade,FL,25.9007,-80.1686,Miami International Airport,KMIA,17.086486416982698,10.61705056870424
Dundalk,Baltimore,MD,39.2703,-76.4942,Baltimore/Washington International Thurgood Marshall Airport,KBWI,18.337533744639618,11.394415347947213
Encinitas,San Diego,CA,33.049,-117.2613,San Diego International Airport,KSAN,35.69709425531274,22.181146293936784
Skokie,Cook,IL,42.0359,-87.74,Chicago O'Hare International Airport,KORD,15.03349116165412,9.341378443306414
Leander,Williamson,TX,30.5728,-97.8618,Austin Bergstrom International Airport,KAUS,45.916419072878035,28.531140419017113
Mayagüez,Mayagüez,PR,18.2003,-67.1397,Miami International Airport,KMIA,1595.6359918367111,991.4822510107674
Parkersburg,Wood,WV,39.2624,-81.542,Rickenbacker International Airport,KLCK,133.72034772616075,83.08997293102178
Waltham,Middlesex,MA,42.3889,-71.2423,General Edward Lawrence Logan International Airport,KBOS,19.667046091159403,12.220536030119028
Bethesda,Montgomery,MD,38.9866,-77.1188,Washington Dulles International Airport,KIAD,29.509887462880467,18.336594184674993
San Luis Obispo,San Luis Obispo,CA,35.2669,-120.6691,Los Angeles International Airport,KLAX,253.98217326290253,157.81720777897766
Sebring,Highlands,FL,27.477,-81.453,Orlando International Airport,KMCO,106.84248114976103,66.38884072300439
Council Bluffs,Pottawattamie,IA,41.2369,-95.8517,Des Moines International Airport,KDSM,185.54811720111317,115.29425624299634
Hamilton,Butler,OH,39.3938,-84.5653,Cincinnati Northern Kentucky International Airport,KCVG,39.36525845578843,24.460437884983403
Moore,Cleveland,OK,35.3293,-97.4758,Tulsa International Airport,KTUL,172.7988541742032,107.37223137684965
Pico Rivera,Los Angeles,CA,33.9902,-118.0888,Los Angeles International Airport,KLAX,29.91079551072996,18.58570689945689
Palm Harbor,Pinellas,FL,28.0847,-82.7481,Tampa International Airport,KTPA,24.337950465312183,15.122901486171589
Casa Grande,Pinal,AZ,32.9068,-111.7624,Phoenix Sky Harbor International Airport,KPHX,63.08846289434119,39.20135389481226
Monessen,Westmoreland,PA,40.1519,-79.8828,Pittsburgh International Airport,KPIT,48.03031820710734,29.84465646073214
Montebello,Los Angeles,CA,34.0155,-118.1108,Los Angeles International Airport,KLAX,28.580730349694935,17.75924271426636
Rome,Floyd,GA,34.2661,-85.1862,Hartsfield Jackson Atlanta International Airport,KATL,98.93164470801769,61.4732747901946
Millcreek,Salt Lake,UT,40.6892,-111.8291,Salt Lake City International Airport,KSLC,16.70455321164196,10.37972827458182
Sanford,Seminole,FL,28.7893,-81.276,Orlando Sanford International Airport,KSFB,3.9709673770833387,2.4674447642591266
National City,San Diego,CA,32.6654,-117.0983,San Diego International Airport,KSAN,11.451678785025528,7.115743388665854
Burnsville,Dakota,MN,44.7648,-93.2795,Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,13.803709945835335,8.577227813495638
Coconut Creek,Broward,FL,26.2803,-80.1842,Fort Lauderdale Hollywood International Airport,KFLL,23.308243485629042,14.4830712245575
Port Charlotte,Charlotte,FL,26.9918,-82.114,Southwest Florida International Airport,KRSW,61.93080830786465,38.48202067522783
Morristown,Hamblen,TN,36.2046,-83.3006,Greenville Spartanburg International Airport,KGSP,175.38060666238542,108.97645801853443
Lakewood,Pierce,WA,47.1628,-122.5299,Seattle Tacoma International Airport,KSEA,35.91926434811321,22.319196391104324
Gadsden,Etowah,AL,34.009,-86.0156,Birmingham-Shuttlesworth International Airport,KBHM,84.32650841158836,52.39806372351876
Taylor,Wayne,MI,42.226,-83.2688,Cleveland Hopkins International Airport,KCLE,148.40859023890818,92.21682380705866
Novi,Oakland,MI,42.4786,-83.4893,MBS International Airport,KMBS,126.67833154677287,78.71426688721611
Marietta,Cobb,GA,33.9533,-84.5422,Hartsfield Jackson Atlanta International Airport,KATL,36.749323959981794,22.83497152820264
Hot Springs,Garland,AR,34.4892,-93.0501,Memphis International Airport,KMEM,287.3884468867711,178.57490410816922
Woodland,Yolo,CA,38.6712,-121.75,Sacramento International Airport,KSMF,14.06084744784731,8.73700565168582
La Habra,Orange,CA,33.9278,-117.9513,Ontario International Airport,KONT,35.301801720323176,21.935522897119277
The Hammocks,Miami-Dade,FL,25.67,-80.4483,Miami International Airport,KMIA,20.909061819489672,12.99228883365048
Malden,Middlesex,MA,42.4305,-71.0576,General Edward Lawrence Logan International Airport,KBOS,8.526363084472637,5.298036461434464
Commerce City,Adams,CO,39.8642,-104.8434,Denver International Airport,KDEN,14.546786444522763,9.038954149176842
Reston,Fairfax,VA,38.9497,-77.3461,Washington Dulles International Airport,KIAD,9.50465266515125,5.905917432128231
South Whittier,Los Angeles,CA,33.9336,-118.0311,Los Angeles International Airport,KLAX,34.783601588525116,21.61352825938376
Bristol,Hartford,CT,41.6812,-72.9407,Bradley International Airport,KBDL,35.729290643237974,22.201152202137553
Columbus,Bartholomew,IN,39.2093,-85.9183,Indianapolis International Airport,KIND,65.06321384610769,40.42840726341255
West Allis,Milwaukee,WI,43.0068,-88.0296,General Mitchell International Airport,KMKE,12.68831816320595,7.884155483053077
Fountainebleau,Miami-Dade,FL,25.7723,-80.3458,Miami International Airport,KMIA,5.9952978390079,3.7253054125817457
Taylorsville,Salt Lake,UT,40.657,-111.9493,Salt Lake City International Airport,KSLC,14.80968076108788,9.20230910613409
Bangor,Penobscot,ME,44.8322,-68.7906,Bangor International Airport,KBGR,4.0440172652873265,2.5128358609523045
Monterey Park,Los Angeles,CA,34.0497,-118.1326,Los Angeles International Airport,KLAX,28.047592080444165,17.427965948136087
Greenwood,Johnson,IN,39.6019,-86.1073,Indianapolis International Airport,KIND,20.522952598365702,12.752371683589615
Bartlett,Shelby,TN,35.2337,-89.8195,Memphis International Airport,KMEM,25.62832858286705,15.924705285530397
Bradenton,Manatee,FL,27.49,-82.5739,Sarasota Bradenton International Airport,KSRQ,10.693762954504665,6.644796319556109
Pontiac,Oakland,MI,42.6493,-83.2878,MBS International Airport,KMBS,117.41851652979977,72.96048451834152
Staunton,Staunton,VA,38.1593,-79.0611,Washington Dulles International Airport,KIAD,164.647192353802,102.30702348951279
Meriden,New Haven,CT,41.5367,-72.7944,Bradley International Airport,KBDL,45.66455922889805,28.374641965531456
Gardena,Los Angeles,CA,33.8944,-118.3073,Los Angeles International Airport,KLAX,10.721108043573752,6.661787770365074
Apex,Wake,NC,35.7239,-78.8728,Raleigh Durham International Airport,KRDU,18.742445400958008,11.646015789727759
Royal Oak,Oakland,MI,42.5084,-83.1539,MBS International Airport,KMBS,136.52986413461394,84.83572551316203
Cupertino,Santa Clara,CA,37.3168,-122.0465,Norman Y. Mineta San Jose International Airport,KSJC,11.568766108536092,7.188498079380402
La Mesa,San Diego,CA,32.7703,-117.0204,San Diego International Airport,KSAN,16.377326537273248,10.176399043257323
Benton Harbor,Berrien,MI,42.1159,-86.4488,Chicago Midway International Airport,KMDW,113.87386056700967,70.75793738915549
St. Clair Shores,Macomb,MI,42.4921,-82.8957,Cleveland Hopkins International Airport,KCLE,148.02867900801178,91.9807579096231
Des Plaines,Cook,IL,42.0345,-87.9009,Chicago O'Hare International Airport,KORD,6.22415331966173,3.867509617222193
Lewiston,Androscoggin,ME,44.0915,-70.1681,Portland International Jetport,KPWM,50.79271739769342,31.56113176066564
Margate,Broward,FL,26.2466,-80.2119,Fort Lauderdale Hollywood International Airport,KFLL,20.230053259560194,12.57037246995683
Midland,Midland,MI,43.6241,-84.2319,MBS International Airport,KMBS,15.916983819269879,9.890355336160308
Spring,Harris,TX,30.0613,-95.383,George Bush Intercontinental Houston Airport,KIAH,9.442391254452257,5.867229984648505
Carson City,Carson City,NV,39.1512,-119.7474,Reno Tahoe International Airport,KRNO,38.72529632722942,24.062783849206138
Bowie,Prince George's,MD,38.9569,-76.7409,Baltimore/Washington International Thurgood Marshall Airport,KBWI,25.091650357334316,15.591228892517254
Middletown,Orange,NY,41.4459,-74.4236,Newark Liberty International Airport,KEWR,86.45649275001409,53.721574647867556
Caldwell,Canyon,ID,43.6453,-116.6591,Spokane International Airport,KGEG,447.15212831606715,277.8474545543086
San Rafael,Marin,CA,37.9905,-122.5222,Metropolitan Oakland International Airport,KOAK,39.941292948691434,24.818369129079937
Kendale Lakes,Miami-Dade,FL,25.7081,-80.4078,Miami International Airport,KMIA,15.076847839216924,9.368319034071627
Towson,Baltimore,MD,39.3944,-76.619,Baltimore/Washington International Thurgood Marshall Airport,KBWI,24.71857155002413,15.359408466324354
